Annee;Region;id_departement;Departement;Animaux;Tetes certfiées bio / ruches
2009;PAYS DE LA LOIRE;85;VENDEE;Truies;194
2009;PAYS DE LA LOIRE;85;VENDEE;Vaches allaitantes;2518
2009;PAYS DE LA LOIRE;85;VENDEE;Vaches laitières;1386
2009;PICARDIE;2;AISNE;Brebis viande;s
2009;PICARDIE;2;AISNE;Chèvres;s
2009;PICARDIE;2;AISNE;Poules pondeuses;s
2009;PICARDIE;2;AISNE;Poulets;s
2009;PICARDIE;2;AISNE;Ruches;s
2009;PICARDIE;2;AISNE;Vaches allaitantes;81
2009;PICARDIE;2;AISNE;Vaches laitières;190
2009;PICARDIE;60;OISE;Poules pondeuses;10515
2009;PICARDIE;60;OISE;Vaches allaitantes;s
2009;PICARDIE;60;OISE;Vaches laitières;633
2009;PICARDIE;80;SOMME;Brebis viande;s
2009;PICARDIE;80;SOMME;Poules pondeuses;79480
2009;PICARDIE;80;SOMME;Truies;s
2009;PICARDIE;80;SOMME;Vaches allaitantes;90
2009;PICARDIE;80;SOMME;Vaches laitières;150
2009;POITOU-CHARENTES;16;CHARENTE;Brebis viande;421
2009;POITOU-CHARENTES;16;CHARENTE;Chèvres;s
2009;POITOU-CHARENTES;16;CHARENTE;Poules pondeuses;7500
2009;POITOU-CHARENTES;16;CHARENTE;Poulets;24615
2009;POITOU-CHARENTES;16;CHARENTE;Ruches;s
2009;POITOU-CHARENTES;16;CHARENTE;Truies;106
2009;POITOU-CHARENTES;16;CHARENTE;Vaches allaitantes;783
2009;POITOU-CHARENTES;16;CHARENTE;Vaches laitières;s
2009;POITOU-CHARENTES;17;CHARENTE-MARITIME;Brebis viande;615
2009;POITOU-CHARENTES;17;CHARENTE-MARITIME;Chèvres;s
2009;POITOU-CHARENTES;17;CHARENTE-MARITIME;Poules pondeuses;s
2009;POITOU-CHARENTES;17;CHARENTE-MARITIME;Poulets;41670
2009;POITOU-CHARENTES;17;CHARENTE-MARITIME;Ruches;s
2009;POITOU-CHARENTES;17;CHARENTE-MARITIME;Truies;s
2009;POITOU-CHARENTES;17;CHARENTE-MARITIME;Vaches allaitantes;318
2009;POITOU-CHARENTES;17;CHARENTE-MARITIME;Vaches laitières;s
2009;POITOU-CHARENTES;79;DEUX-SEVRES;Brebis viande;2299
2009;POITOU-CHARENTES;79;DEUX-SEVRES;Chèvres;811
2009;POITOU-CHARENTES;79;DEUX-SEVRES;Poules pondeuses;33179
2009;POITOU-CHARENTES;79;DEUX-SEVRES;Poulets;831117
2009;POITOU-CHARENTES;79;DEUX-SEVRES;Ruches;s
2009;POITOU-CHARENTES;79;DEUX-SEVRES;Truies;265
2009;POITOU-CHARENTES;79;DEUX-SEVRES;Vaches allaitantes;1348
2009;POITOU-CHARENTES;79;DEUX-SEVRES;Vaches laitières;199
2009;POITOU-CHARENTES;86;VIENNE;Brebis viande;1842
2009;POITOU-CHARENTES;86;VIENNE;Chèvres;170
2009;POITOU-CHARENTES;86;VIENNE;Poules pondeuses;5165
2009;POITOU-CHARENTES;86;VIENNE;Poulets;74150
2009;POITOU-CHARENTES;86;VIENNE;Vaches allaitantes;525
2009;POITOU-CHARENTES;86;VIENNE;Vaches laitières;45
2009;PROVENCE-ALPES-COTE D'AZUR;4;ALPES-DE-HAUTE-PROVENCE;Brebis viande;4465
2009;PROVENCE-ALPES-COTE D'AZUR;4;ALPES-DE-HAUTE-PROVENCE;Chèvres;539
2009;PROVENCE-ALPES-COTE D'AZUR;4;ALPES-DE-HAUTE-PROVENCE;Poules pondeuses;s
2009;PROVENCE-ALPES-COTE D'AZUR;4;ALPES-DE-HAUTE-PROVENCE;Poulets;s
2009;PROVENCE-ALPES-COTE D'AZUR;4;ALPES-DE-HAUTE-PROVENCE;Ruches;624
2009;PROVENCE-ALPES-COTE D'AZUR;4;ALPES-DE-HAUTE-PROVENCE;Truies;23
2009;PROVENCE-ALPES-COTE D'AZUR;4;ALPES-DE-HAUTE-PROVENCE;Vaches allaitantes;204
2009;PROVENCE-ALPES-COTE D'AZUR;4;ALPES-DE-HAUTE-PROVENCE;Vaches laitières;21
2009;PROVENCE-ALPES-COTE D'AZUR;6;ALPES-MARITIMES;Brebis laitières;s
2009;PROVENCE-ALPES-COTE D'AZUR;6;ALPES-MARITIMES;Brebis viande;1007
2009;PROVENCE-ALPES-COTE D'AZUR;6;ALPES-MARITIMES;Chèvres;289
2009;PROVENCE-ALPES-COTE D'AZUR;6;ALPES-MARITIMES;Poules pondeuses;817
2009;PROVENCE-ALPES-COTE D'AZUR;6;ALPES-MARITIMES;Poulets;s
2009;PROVENCE-ALPES-COTE D'AZUR;6;ALPES-MARITIMES;Ruches;570
2009;PROVENCE-ALPES-COTE D'AZUR;13;BOUCHES-DU-RHONE;Brebis viande;s
2009;PROVENCE-ALPES-COTE D'AZUR;13;BOUCHES-DU-RHONE;Chèvres;266
2009;PROVENCE-ALPES-COTE D'AZUR;13;BOUCHES-DU-RHONE;Poules pondeuses;930
2009;PROVENCE-ALPES-COTE D'AZUR;13;BOUCHES-DU-RHONE;Poulets;s
2009;PROVENCE-ALPES-COTE D'AZUR;13;BOUCHES-DU-RHONE;Ruches;1285
2009;PROVENCE-ALPES-COTE D'AZUR;13;BOUCHES-DU-RHONE;Vaches allaitantes;1047
2009;PROVENCE-ALPES-COTE D'AZUR;5;HAUTES-ALPES;Brebis laitières;365
2009;PROVENCE-ALPES-COTE D'AZUR;5;HAUTES-ALPES;Brebis viande;3806
2009;PROVENCE-ALPES-COTE D'AZUR;5;HAUTES-ALPES;Chèvres;512
2009;PROVENCE-ALPES-COTE D'AZUR;5;HAUTES-ALPES;Poules pondeuses;652
2009;PROVENCE-ALPES-COTE D'AZUR;5;HAUTES-ALPES;Poulets;1623
2009;PROVENCE-ALPES-COTE D'AZUR;5;HAUTES-ALPES;Ruches;s
2009;PROVENCE-ALPES-COTE D'AZUR;5;HAUTES-ALPES;Truies;s
2009;PROVENCE-ALPES-COTE D'AZUR;5;HAUTES-ALPES;Vaches allaitantes;308
2009;PROVENCE-ALPES-COTE D'AZUR;5;HAUTES-ALPES;Vaches laitières;172
2009;PROVENCE-ALPES-COTE D'AZUR;83;VAR;Brebis laitières;319
2009;PROVENCE-ALPES-COTE D'AZUR;83;VAR;Brebis viande;s
2009;PROVENCE-ALPES-COTE D'AZUR;83;VAR;Chèvres;848
2009;PROVENCE-ALPES-COTE D'AZUR;83;VAR;Poules pondeuses;1628
2009;PROVENCE-ALPES-COTE D'AZUR;83;VAR;Poulets;s
2009;PROVENCE-ALPES-COTE D'AZUR;83;VAR;Ruches;s
2009;PROVENCE-ALPES-COTE D'AZUR;84;VAUCLUSE;Brebis viande;s
2009;PROVENCE-ALPES-COTE D'AZUR;84;VAUCLUSE;Poules pondeuses;40142
2009;PROVENCE-ALPES-COTE D'AZUR;84;VAUCLUSE;Poulets;4897
2009;PROVENCE-ALPES-COTE D'AZUR;84;VAUCLUSE;Ruches;s
2009;PROVENCE-ALPES-COTE D'AZUR;84;VAUCLUSE;Vaches allaitantes;s
2009;RHONE-ALPES;1;AIN;Brebis laitières;s
2009;RHONE-ALPES;1;AIN;Brebis viande;358
2009;RHONE-ALPES;1;AIN;Chèvres;657
2009;RHONE-ALPES;1;AIN;Poules pondeuses;12070
2009;RHONE-ALPES;1;AIN;Poulets;4290
2009;RHONE-ALPES;1;AIN;Ruches;s
2009;RHONE-ALPES;1;AIN;Truies;s
2009;RHONE-ALPES;1;AIN;Vaches allaitantes;473
2009;RHONE-ALPES;1;AIN;Vaches laitières;407
2009;RHONE-ALPES;7;ARDECHE;Brebis laitières;s
2009;RHONE-ALPES;7;ARDECHE;Brebis viande;1921
2009;RHONE-ALPES;7;ARDECHE;Chèvres;668
2009;RHONE-ALPES;7;ARDECHE;Poules pondeuses;75385
2009;RHONE-ALPES;7;ARDECHE;Poulets;43829
2009;RHONE-ALPES;7;ARDECHE;Ruches;2613
2009;RHONE-ALPES;7;ARDECHE;Truies;57
2009;RHONE-ALPES;7;ARDECHE;Vaches allaitantes;187
2009;RHONE-ALPES;7;ARDECHE;Vaches laitières;243
2009;RHONE-ALPES;26;DROME;Brebis laitières;239
2009;RHONE-ALPES;26;DROME;Brebis viande;6578
2009;RHONE-ALPES;26;DROME;Chèvres;1763
2009;RHONE-ALPES;26;DROME;Poules pondeuses;159276
2009;RHONE-ALPES;26;DROME;Poulets;155937
2009;RHONE-ALPES;26;DROME;Ruches;1909
2009;RHONE-ALPES;26;DROME;Truies;22
2009;RHONE-ALPES;26;DROME;Vaches allaitantes;297
2009;RHONE-ALPES;26;DROME;Vaches laitières;310
2009;RHONE-ALPES;74;HAUTE-SAVOIE;Brebis viande;s
2009;RHONE-ALPES;74;HAUTE-SAVOIE;Chèvres;169
2009;RHONE-ALPES;74;HAUTE-SAVOIE;Poules pondeuses;410
2009;RHONE-ALPES;74;HAUTE-SAVOIE;Poulets;s
2009;RHONE-ALPES;74;HAUTE-SAVOIE;Ruches;276
2009;RHONE-ALPES;74;HAUTE-SAVOIE;Truies;s
2009;RHONE-ALPES;74;HAUTE-SAVOIE;Vaches allaitantes;25
2009;RHONE-ALPES;74;HAUTE-SAVOIE;Vaches laitières;511
2009;RHONE-ALPES;38;ISERE;Brebis laitières;s
2009;RHONE-ALPES;38;ISERE;Brebis viande;2623
2009;RHONE-ALPES;38;ISERE;Chèvres;383
2009;RHONE-ALPES;38;ISERE;Poules pondeuses;23280
2009;RHONE-ALPES;38;ISERE;Poulets;14101
2009;RHONE-ALPES;38;ISERE;Ruches;2238
2009;RHONE-ALPES;38;ISERE;Truies;86
2009;RHONE-ALPES;38;ISERE;Vaches allaitantes;557
2009;RHONE-ALPES;38;ISERE;Vaches laitières;357
2009;RHONE-ALPES;42;LOIRE;Brebis laitières;134
2009;RHONE-ALPES;42;LOIRE;Brebis viande;219
2009;RHONE-ALPES;42;LOIRE;Chèvres;342
2009;RHONE-ALPES;42;LOIRE;Poules pondeuses;18350
2009;RHONE-ALPES;42;LOIRE;Poulets;105374
2009;RHONE-ALPES;42;LOIRE;Ruches;2040
2009;RHONE-ALPES;42;LOIRE;Truies;26
2009;RHONE-ALPES;42;LOIRE;Vaches allaitantes;352
2009;RHONE-ALPES;42;LOIRE;Vaches laitières;1101
2009;RHONE-ALPES;69;RHONE;Brebis laitières;s
2009;RHONE-ALPES;69;RHONE;Brebis viande;s
2009;RHONE-ALPES;69;RHONE;Chèvres;384
2009;RHONE-ALPES;69;RHONE;Poules pondeuses;1560
2009;RHONE-ALPES;69;RHONE;Poulets;s
2009;RHONE-ALPES;69;RHONE;Ruches;s
2009;RHONE-ALPES;69;RHONE;Truies;s
2009;RHONE-ALPES;69;RHONE;Vaches allaitantes;152
2009;RHONE-ALPES;69;RHONE;Vaches laitières;320
2009;RHONE-ALPES;73;SAVOIE;Brebis laitières;s
2009;RHONE-ALPES;73;SAVOIE;Brebis viande;s
2009;RHONE-ALPES;73;SAVOIE;Chèvres;253
2009;RHONE-ALPES;73;SAVOIE;Ruches;618
2009;RHONE-ALPES;73;SAVOIE;Vaches allaitantes;s
2009;RHONE-ALPES;73;SAVOIE;Vaches laitières;419
2010;ALSACE;67;BAS-RHIN;Brebis viande;219
2010;ALSACE;67;BAS-RHIN;Chèvres;94
2010;ALSACE;67;BAS-RHIN;Poules pondeuses;6152
2010;ALSACE;67;BAS-RHIN;Poulets;108
2010;ALSACE;67;BAS-RHIN;Ruches;453
2010;ALSACE;67;BAS-RHIN;Truies;48
2010;ALSACE;67;BAS-RHIN;Vaches allaitantes;1100
2010;ALSACE;67;BAS-RHIN;Vaches laitières;1815
2010;ALSACE;68;HAUT-RHIN;Brebis viande;610
2010;ALSACE;68;HAUT-RHIN;Chèvres;487
2010;ALSACE;68;HAUT-RHIN;Poules pondeuses;1346
2010;ALSACE;68;HAUT-RHIN;Ruches;1483
2010;ALSACE;68;HAUT-RHIN;Truies;s
2010;ALSACE;68;HAUT-RHIN;Vaches allaitantes;172
2010;ALSACE;68;HAUT-RHIN;Vaches laitières;741
2010;AQUITAINE;24;DORDOGNE;Brebis laitières;s
2010;AQUITAINE;24;DORDOGNE;Brebis viande;2517
2010;AQUITAINE;24;DORDOGNE;Chèvres;936
2010;AQUITAINE;24;DORDOGNE;Poules pondeuses;11339
2010;AQUITAINE;24;DORDOGNE;Poulets;101300
2010;AQUITAINE;24;DORDOGNE;Ruches;860
2010;AQUITAINE;24;DORDOGNE;Truies;31
2010;AQUITAINE;24;DORDOGNE;Vaches allaitantes;1460
2010;AQUITAINE;24;DORDOGNE;Vaches laitières;101
2010;AQUITAINE;33;GIRONDE;Brebis laitières;s
2010;AQUITAINE;33;GIRONDE;Brebis viande;233
2010;AQUITAINE;33;GIRONDE;Chèvres;135
2010;AQUITAINE;33;GIRONDE;Poules pondeuses;1433
2010;AQUITAINE;33;GIRONDE;Poulets;s
2010;AQUITAINE;33;GIRONDE;Ruches;1902
2010;AQUITAINE;33;GIRONDE;Truies;s
2010;AQUITAINE;33;GIRONDE;Vaches allaitantes;354
2010;AQUITAINE;33;GIRONDE;Vaches laitières;s
2010;AQUITAINE;40;LANDES;Brebis laitières;s
2010;AQUITAINE;40;LANDES;Brebis viande;s
2010;AQUITAINE;40;LANDES;Poules pondeuses;20510
2010;AQUITAINE;40;LANDES;Poulets;267240
2010;AQUITAINE;40;LANDES;Ruches;s
2010;AQUITAINE;40;LANDES;Truies;67
2010;AQUITAINE;40;LANDES;Vaches allaitantes;105
2010;AQUITAINE;47;LOT-ET-GARONNE;Brebis laitières;s
2010;AQUITAINE;47;LOT-ET-GARONNE;Brebis viande;574
2010;AQUITAINE;47;LOT-ET-GARONNE;Chèvres;546
2010;AQUITAINE;47;LOT-ET-GARONNE;Poules pondeuses;66305
2010;AQUITAINE;47;LOT-ET-GARONNE;Poulets;586468
2010;AQUITAINE;47;LOT-ET-GARONNE;Ruches;s
2010;AQUITAINE;47;LOT-ET-GARONNE;Truies;s
2010;AQUITAINE;47;LOT-ET-GARONNE;Vaches allaitantes;279
2010;AQUITAINE;47;LOT-ET-GARONNE;Vaches laitières;65
2010;AQUITAINE;64;PYRENEES-ATLANTIQUES;Brebis laitières;2814
2010;AQUITAINE;64;PYRENEES-ATLANTIQUES;Brebis viande;814
2010;AQUITAINE;64;PYRENEES-ATLANTIQUES;Chèvres;291
2010;AQUITAINE;64;PYRENEES-ATLANTIQUES;Poules pondeuses;19408
2010;AQUITAINE;64;PYRENEES-ATLANTIQUES;Poulets;95050
2010;AQUITAINE;64;PYRENEES-ATLANTIQUES;Ruches;734
2010;AQUITAINE;64;PYRENEES-ATLANTIQUES;Truies;16
2010;AQUITAINE;64;PYRENEES-ATLANTIQUES;Vaches allaitantes;631
2010;AQUITAINE;64;PYRENEES-ATLANTIQUES;Vaches laitières;81
2010;AUVERGNE;3;ALLIER;Brebis laitières;s
2010;AUVERGNE;3;ALLIER;Brebis viande;3511
2010;AUVERGNE;3;ALLIER;Chèvres;147
2010;AUVERGNE;3;ALLIER;Poules pondeuses;132726
2010;AUVERGNE;3;ALLIER;Poulets;425929
2010;AUVERGNE;3;ALLIER;Truies;278
2010;AUVERGNE;3;ALLIER;Vaches allaitantes;2870
2010;AUVERGNE;3;ALLIER;Vaches laitières;115
2010;AUVERGNE;15;CANTAL;Brebis viande;308
2010;AUVERGNE;15;CANTAL;Chèvres;67
2010;AUVERGNE;15;CANTAL;Poules pondeuses;190
2010;AUVERGNE;15;CANTAL;Poulets;s
2010;AUVERGNE;15;CANTAL;Truies;s
2010;AUVERGNE;15;CANTAL;Vaches allaitantes;1866
2010;AUVERGNE;15;CANTAL;Vaches laitières;567
2010;AUVERGNE;43;HAUTE-LOIRE;Brebis laitières;s
2010;AUVERGNE;43;HAUTE-LOIRE;Brebis viande;4837
2010;AUVERGNE;43;HAUTE-LOIRE;Chèvres;393
2010;AUVERGNE;43;HAUTE-LOIRE;Poules pondeuses;8890
2010;AUVERGNE;43;HAUTE-LOIRE;Poulets;45592
2010;AUVERGNE;43;HAUTE-LOIRE;Ruches;2297
2010;AUVERGNE;43;HAUTE-LOIRE;Truies;100
2010;AUVERGNE;43;HAUTE-LOIRE;Vaches allaitantes;585
2010;AUVERGNE;43;HAUTE-LOIRE;Vaches laitières;836
2010;AUVERGNE;63;PUY-DE-DOME;Brebis laitières;s
2010;AUVERGNE;63;PUY-DE-DOME;Brebis viande;2095
2010;AUVERGNE;63;PUY-DE-DOME;Chèvres;318
2010;AUVERGNE;63;PUY-DE-DOME;Poules pondeuses;5189
2010;AUVERGNE;63;PUY-DE-DOME;Poulets;227200
2010;AUVERGNE;63;PUY-DE-DOME;Ruches;1765
2010;AUVERGNE;63;PUY-DE-DOME;Truies;29
2010;AUVERGNE;63;PUY-DE-DOME;Vaches allaitantes;1407
2010;AUVERGNE;63;PUY-DE-DOME;Vaches laitières;610
2010;BASSE-NORMANDIE;14;CALVADOS;Brebis viande;1093
2010;BASSE-NORMANDIE;14;CALVADOS;Chèvres;280
2010;BASSE-NORMANDIE;14;CALVADOS;Poules pondeuses;6678
2010;BASSE-NORMANDIE;14;CALVADOS;Poulets;s
2010;BASSE-NORMANDIE;14;CALVADOS;Ruches;s
2010;BASSE-NORMANDIE;14;CALVADOS;Truies;s
2010;BASSE-NORMANDIE;14;CALVADOS;Vaches allaitantes;1607
2010;BASSE-NORMANDIE;14;CALVADOS;Vaches laitières;2449
2010;BASSE-NORMANDIE;50;MANCHE;Brebis laitières;s
2010;BASSE-NORMANDIE;50;MANCHE;Brebis viande;457
2010;BASSE-NORMANDIE;50;MANCHE;Chèvres;s
2010;BASSE-NORMANDIE;50;MANCHE;Poules pondeuses;8109
2010;BASSE-NORMANDIE;50;MANCHE;Poulets;10874
2010;BASSE-NORMANDIE;50;MANCHE;Truies;76
2010;BASSE-NORMANDIE;50;MANCHE;Vaches allaitantes;912
2010;BASSE-NORMANDIE;50;MANCHE;Vaches laitières;3796
2010;BASSE-NORMANDIE;61;ORNE;Brebis laitières;s
2010;BASSE-NORMANDIE;61;ORNE;Brebis viande;1631
2010;BASSE-NORMANDIE;61;ORNE;Chèvres;121
2010;BASSE-NORMANDIE;61;ORNE;Poules pondeuses;7749
2010;BASSE-NORMANDIE;61;ORNE;Poulets;13834
2010;BASSE-NORMANDIE;61;ORNE;Ruches;s
2010;BASSE-NORMANDIE;61;ORNE;Truies;27
2010;BASSE-NORMANDIE;61;ORNE;Vaches allaitantes;2014
2010;BASSE-NORMANDIE;61;ORNE;Vaches laitières;2926
2010;BOURGOGNE;21;COTE-D'OR;Brebis viande;1500
2010;BOURGOGNE;21;COTE-D'OR;Chèvres;s
2010;BOURGOGNE;21;COTE-D'OR;Poules pondeuses;670
2010;BOURGOGNE;21;COTE-D'OR;Poulets;s
2010;BOURGOGNE;21;COTE-D'OR;Ruches;968
2010;BOURGOGNE;21;COTE-D'OR;Truies;s
2010;BOURGOGNE;21;COTE-D'OR;Vaches allaitantes;1097
2010;BOURGOGNE;21;COTE-D'OR;Vaches laitières;128
2010;BOURGOGNE;58;NIEVRE;Brebis laitières;s
2010;BOURGOGNE;58;NIEVRE;Brebis viande;535
2010;BOURGOGNE;58;NIEVRE;Chèvres;s
2010;BOURGOGNE;58;NIEVRE;Poules pondeuses;s
2010;BOURGOGNE;58;NIEVRE;Poulets;s
2010;BOURGOGNE;58;NIEVRE;Ruches;s
2010;BOURGOGNE;58;NIEVRE;Truies;s
2010;BOURGOGNE;58;NIEVRE;Vaches allaitantes;2053
2010;BOURGOGNE;58;NIEVRE;Vaches laitières;47
2010;BOURGOGNE;71;SAONE-ET-LOIRE;Brebis viande;943
2010;BOURGOGNE;71;SAONE-ET-LOIRE;Chèvres;592
2010;BOURGOGNE;71;SAONE-ET-LOIRE;Poules pondeuses;13264
2010;BOURGOGNE;71;SAONE-ET-LOIRE;Poulets;19169
2010;BOURGOGNE;71;SAONE-ET-LOIRE;Ruches;1492
2010;BOURGOGNE;71;SAONE-ET-LOIRE;Truies;35
2010;BOURGOGNE;71;SAONE-ET-LOIRE;Vaches allaitantes;1651
2010;BOURGOGNE;71;SAONE-ET-LOIRE;Vaches laitières;135
2010;BOURGOGNE;89;YONNE;Brebis laitières;s
2010;BOURGOGNE;89;YONNE;Brebis viande;373
2010;BOURGOGNE;89;YONNE;Chèvres;291
2010;BOURGOGNE;89;YONNE;Poules pondeuses;1200
2010;BOURGOGNE;89;YONNE;Poulets;44500
2010;BOURGOGNE;89;YONNE;Ruches;1230
2010;BOURGOGNE;89;YONNE;Truies;100
2010;BOURGOGNE;89;YONNE;Vaches allaitantes;467
2010;BOURGOGNE;89;YONNE;Vaches laitières;465
2010;BRETAGNE;22;COTES-D'ARMOR;Brebis laitières;s
2010;BRETAGNE;22;COTES-D'ARMOR;Brebis viande;642
2010;BRETAGNE;22;COTES-D'ARMOR;Chèvres;256
2010;BRETAGNE;22;COTES-D'ARMOR;Poules pondeuses;528901
2010;BRETAGNE;22;COTES-D'ARMOR;Poulets;21263
2010;BRETAGNE;22;COTES-D'ARMOR;Ruches;s
2010;BRETAGNE;22;COTES-D'ARMOR;Truies;151
2010;BRETAGNE;22;COTES-D'ARMOR;Vaches allaitantes;1312
2010;BRETAGNE;22;COTES-D'ARMOR;Vaches laitières;1996
2010;BRETAGNE;29;FINISTERE;Brebis laitières;s
2010;BRETAGNE;29;FINISTERE;Brebis viande;890
2010;BRETAGNE;29;FINISTERE;Chèvres;709
2010;BRETAGNE;29;FINISTERE;Poules pondeuses;43703
2010;BRETAGNE;29;FINISTERE;Poulets;23723
2010;BRETAGNE;29;FINISTERE;Ruches;917
2010;BRETAGNE;29;FINISTERE;Truies;285
2010;BRETAGNE;29;FINISTERE;Vaches allaitantes;1135
2010;BRETAGNE;29;FINISTERE;Vaches laitières;1954
2010;BRETAGNE;35;ILLE-ET-VILAINE;Brebis laitières;2132
2010;BRETAGNE;35;ILLE-ET-VILAINE;Brebis viande;867
2010;BRETAGNE;35;ILLE-ET-VILAINE;Chèvres;238
2010;BRETAGNE;35;ILLE-ET-VILAINE;Poules pondeuses;59964
2010;BRETAGNE;35;ILLE-ET-VILAINE;Poulets;33163
2010;BRETAGNE;35;ILLE-ET-VILAINE;Ruches;s
2010;BRETAGNE;35;ILLE-ET-VILAINE;Truies;436
2010;BRETAGNE;35;ILLE-ET-VILAINE;Vaches allaitantes;755
2010;BRETAGNE;35;ILLE-ET-VILAINE;Vaches laitières;5938
2010;BRETAGNE;56;MORBIHAN;Brebis laitières;s
2010;BRETAGNE;56;MORBIHAN;Brebis viande;1116
2010;BRETAGNE;56;MORBIHAN;Chèvres;857
2010;BRETAGNE;56;MORBIHAN;Poules pondeuses;157136
2010;BRETAGNE;56;MORBIHAN;Poulets;10250
2010;BRETAGNE;56;MORBIHAN;Truies;173
2010;BRETAGNE;56;MORBIHAN;Vaches allaitantes;853
2010;BRETAGNE;56;MORBIHAN;Vaches laitières;3007
2010;CENTRE;18;CHER;Brebis viande;1093
2010;CENTRE;18;CHER;Chèvres;143
2010;CENTRE;18;CHER;Poules pondeuses;747
2010;CENTRE;18;CHER;Poulets;74002
2010;CENTRE;18;CHER;Ruches;930
2010;CENTRE;18;CHER;Truies;105
2010;CENTRE;18;CHER;Vaches allaitantes;692
2010;CENTRE;18;CHER;Vaches laitières;s
2010;CENTRE;28;EURE-ET-LOIR;Brebis viande;s
2010;CENTRE;28;EURE-ET-LOIR;Poules pondeuses;19650
2010;CENTRE;28;EURE-ET-LOIR;Poulets;s
2010;CENTRE;28;EURE-ET-LOIR;Ruches;s
2010;CENTRE;28;EURE-ET-LOIR;Truies;s
2010;CENTRE;28;EURE-ET-LOIR;Vaches allaitantes;s
2010;CENTRE;28;EURE-ET-LOIR;Vaches laitières;s
2010;CENTRE;36;INDRE;Brebis viande;1130
2010;CENTRE;36;INDRE;Chèvres;394
2010;CENTRE;36;INDRE;Poules pondeuses;15455
2010;CENTRE;36;INDRE;Poulets;29598
2010;CENTRE;36;INDRE;Ruches;s
2010;CENTRE;36;INDRE;Truies;254
2010;CENTRE;36;INDRE;Vaches allaitantes;303
2010;CENTRE;36;INDRE;Vaches laitières;151
2010;CENTRE;37;INDRE-ET-LOIRE;Brebis viande;170
2010;CENTRE;37;INDRE-ET-LOIRE;Chèvres;525
2010;CENTRE;37;INDRE-ET-LOIRE;Poules pondeuses;8660
2010;CENTRE;37;INDRE-ET-LOIRE;Poulets;s
2010;CENTRE;37;INDRE-ET-LOIRE;Ruches;s
2010;CENTRE;37;INDRE-ET-LOIRE;Truies;s
2010;CENTRE;37;INDRE-ET-LOIRE;Vaches allaitantes;539
2010;CENTRE;37;INDRE-ET-LOIRE;Vaches laitières;s
2010;CENTRE;45;LOIRET;Brebis viande;536
2010;CENTRE;45;LOIRET;Chèvres;s
2010;CENTRE;45;LOIRET;Poules pondeuses;2750
2010;CENTRE;45;LOIRET;Poulets;s
2010;CENTRE;45;LOIRET;Ruches;823
2010;CENTRE;45;LOIRET;Truies;s
2010;CENTRE;45;LOIRET;Vaches allaitantes;61
2010;CENTRE;45;LOIRET;Vaches laitières;s
2010;CENTRE;41;LOIR-ET-CHER;Brebis laitières;s
2010;CENTRE;41;LOIR-ET-CHER;Brebis viande;1367
2010;CENTRE;41;LOIR-ET-CHER;Chèvres;s
2010;CENTRE;41;LOIR-ET-CHER;Poules pondeuses;49935
2010;CENTRE;41;LOIR-ET-CHER;Poulets;49286
2010;CENTRE;41;LOIR-ET-CHER;Ruches;s
2010;CENTRE;41;LOIR-ET-CHER;Truies;s
2010;CENTRE;41;LOIR-ET-CHER;Vaches allaitantes;61
2010;CENTRE;41;LOIR-ET-CHER;Vaches laitières;307
2010;CHAMPAGNE-ARDENNE;8;ARDENNES;Brebis viande;700
2010;CHAMPAGNE-ARDENNE;8;ARDENNES;Chèvres;s
2010;CHAMPAGNE-ARDENNE;8;ARDENNES;Poules pondeuses;9200
2010;CHAMPAGNE-ARDENNE;8;ARDENNES;Poulets;s
2010;CHAMPAGNE-ARDENNE;8;ARDENNES;Ruches;s
2010;CHAMPAGNE-ARDENNE;8;ARDENNES;Truies;s
2010;CHAMPAGNE-ARDENNE;8;ARDENNES;Vaches allaitantes;430
2010;CHAMPAGNE-ARDENNE;8;ARDENNES;Vaches laitières;363
2010;CHAMPAGNE-ARDENNE;10;AUBE;Brebis laitières;s
2010;CHAMPAGNE-ARDENNE;10;AUBE;Poules pondeuses;s
2010;CHAMPAGNE-ARDENNE;10;AUBE;Vaches allaitantes;s
2010;CHAMPAGNE-ARDENNE;10;AUBE;Vaches laitières;90
2010;CHAMPAGNE-ARDENNE;52;HAUTE-MARNE;Brebis viande;s
2010;CHAMPAGNE-ARDENNE;52;HAUTE-MARNE;Poules pondeuses;s
2010;CHAMPAGNE-ARDENNE;52;HAUTE-MARNE;Ruches;s
2010;CHAMPAGNE-ARDENNE;52;HAUTE-MARNE;Vaches allaitantes;399
2010;CHAMPAGNE-ARDENNE;52;HAUTE-MARNE;Vaches laitières;307
2010;CHAMPAGNE-ARDENNE;51;MARNE;Brebis viande;s
2010;CHAMPAGNE-ARDENNE;51;MARNE;Poules pondeuses;s
2010;CHAMPAGNE-ARDENNE;51;MARNE;Ruches;1770
2010;CHAMPAGNE-ARDENNE;51;MARNE;Vaches allaitantes;s
2010;CHAMPAGNE-ARDENNE;51;MARNE;Vaches laitières;s
2010;CORSE;2A;CORSE-DU-SUD;Brebis laitières;804
2010;CORSE;2A;CORSE-DU-SUD;Brebis viande;236
2010;CORSE;2A;CORSE-DU-SUD;Poules pondeuses;s
2010;CORSE;2A;CORSE-DU-SUD;Ruches;s
2010;CORSE;2A;CORSE-DU-SUD;Vaches allaitantes;571
2010;CORSE;2B;HAUTE-CORSE;Brebis viande;s
