Annee;Region;id_departement;Departement;Animaux;Tetes certfiées bio / ruches
2009;BOURGOGNE;58;NIEVRE;Vaches laitières;80
2009;BOURGOGNE;71;SAONE-ET-LOIRE;Brebis viande;642
2009;BOURGOGNE;71;SAONE-ET-LOIRE;Chèvres;506
2009;BOURGOGNE;71;SAONE-ET-LOIRE;Poules pondeuses;12032
2009;BOURGOGNE;71;SAONE-ET-LOIRE;Poulets;22409
2009;BOURGOGNE;71;SAONE-ET-LOIRE;Ruches;1704
2009;BOURGOGNE;71;SAONE-ET-LOIRE;Truies;39
2009;BOURGOGNE;71;SAONE-ET-LOIRE;Vaches allaitantes;1370
2009;BOURGOGNE;71;SAONE-ET-LOIRE;Vaches laitières;133
2009;BOURGOGNE;89;YONNE;Brebis laitières;s
2009;BOURGOGNE;89;YONNE;Brebis viande;315
2009;BOURGOGNE;89;YONNE;Chèvres;314
2009;BOURGOGNE;89;YONNE;Poules pondeuses;s
2009;BOURGOGNE;89;YONNE;Poulets;47315
2009;BOURGOGNE;89;YONNE;Ruches;1115
2009;BOURGOGNE;89;YONNE;Truies;102
2009;BOURGOGNE;89;YONNE;Vaches allaitantes;630
2009;BOURGOGNE;89;YONNE;Vaches laitières;376
2009;BRETAGNE;22;COTES-D'ARMOR;Brebis laitières;s
2009;BRETAGNE;22;COTES-D'ARMOR;Brebis viande;600
2009;BRETAGNE;22;COTES-D'ARMOR;Chèvres;249
2009;BRETAGNE;22;COTES-D'ARMOR;Poules pondeuses;474628
2009;BRETAGNE;22;COTES-D'ARMOR;Poulets;29752
2009;BRETAGNE;22;COTES-D'ARMOR;Ruches;s
2009;BRETAGNE;22;COTES-D'ARMOR;Truies;179
2009;BRETAGNE;22;COTES-D'ARMOR;Vaches allaitantes;1249
2009;BRETAGNE;22;COTES-D'ARMOR;Vaches laitières;1839
2009;BRETAGNE;29;FINISTERE;Brebis laitières;s
2009;BRETAGNE;29;FINISTERE;Brebis viande;702
2009;BRETAGNE;29;FINISTERE;Chèvres;698
2009;BRETAGNE;29;FINISTERE;Poules pondeuses;34158
2009;BRETAGNE;29;FINISTERE;Poulets;16543
2009;BRETAGNE;29;FINISTERE;Ruches;s
2009;BRETAGNE;29;FINISTERE;Truies;255
2009;BRETAGNE;29;FINISTERE;Vaches allaitantes;1082
2009;BRETAGNE;29;FINISTERE;Vaches laitières;2174
2009;BRETAGNE;35;ILLE-ET-VILAINE;Brebis laitières;2154
2009;BRETAGNE;35;ILLE-ET-VILAINE;Brebis viande;1081
2009;BRETAGNE;35;ILLE-ET-VILAINE;Chèvres;195
2009;BRETAGNE;35;ILLE-ET-VILAINE;Poules pondeuses;28133
2009;BRETAGNE;35;ILLE-ET-VILAINE;Poulets;12495
2009;BRETAGNE;35;ILLE-ET-VILAINE;Ruches;s
2009;BRETAGNE;35;ILLE-ET-VILAINE;Truies;276
2009;BRETAGNE;35;ILLE-ET-VILAINE;Vaches allaitantes;641
2009;BRETAGNE;35;ILLE-ET-VILAINE;Vaches laitières;5410
2009;BRETAGNE;56;MORBIHAN;Brebis laitières;s
2009;BRETAGNE;56;MORBIHAN;Brebis viande;1580
2009;BRETAGNE;56;MORBIHAN;Chèvres;980
2009;BRETAGNE;56;MORBIHAN;Poules pondeuses;159340
2009;BRETAGNE;56;MORBIHAN;Poulets;s
2009;BRETAGNE;56;MORBIHAN;Truies;145
2009;BRETAGNE;56;MORBIHAN;Vaches allaitantes;817
2009;BRETAGNE;56;MORBIHAN;Vaches laitières;3166
2009;CENTRE;18;CHER;Brebis viande;1433
2009;CENTRE;18;CHER;Chèvres;s
2009;CENTRE;18;CHER;Poules pondeuses;1065
2009;CENTRE;18;CHER;Poulets;s
2009;CENTRE;18;CHER;Ruches;s
2009;CENTRE;18;CHER;Truies;s
2009;CENTRE;18;CHER;Vaches allaitantes;623
2009;CENTRE;18;CHER;Vaches laitières;s
2009;CENTRE;28;EURE-ET-LOIR;Brebis viande;s
2009;CENTRE;28;EURE-ET-LOIR;Poules pondeuses;33010
2009;CENTRE;28;EURE-ET-LOIR;Poulets;s
2009;CENTRE;28;EURE-ET-LOIR;Ruches;s
2009;CENTRE;28;EURE-ET-LOIR;Truies;s
2009;CENTRE;28;EURE-ET-LOIR;Vaches allaitantes;s
2009;CENTRE;28;EURE-ET-LOIR;Vaches laitières;s
2009;CENTRE;36;INDRE;Brebis viande;1168
2009;CENTRE;36;INDRE;Chèvres;304
2009;CENTRE;36;INDRE;Poules pondeuses;9650
2009;CENTRE;36;INDRE;Poulets;s
2009;CENTRE;36;INDRE;Ruches;s
2009;CENTRE;36;INDRE;Truies;296
2009;CENTRE;36;INDRE;Vaches allaitantes;523
2009;CENTRE;36;INDRE;Vaches laitières;227
2009;CENTRE;37;INDRE-ET-LOIRE;Brebis viande;150
2009;CENTRE;37;INDRE-ET-LOIRE;Chèvres;566
2009;CENTRE;37;INDRE-ET-LOIRE;Poules pondeuses;8702
2009;CENTRE;37;INDRE-ET-LOIRE;Poulets;21546
2009;CENTRE;37;INDRE-ET-LOIRE;Ruches;s
2009;CENTRE;37;INDRE-ET-LOIRE;Truies;s
2009;CENTRE;37;INDRE-ET-LOIRE;Vaches allaitantes;523
2009;CENTRE;37;INDRE-ET-LOIRE;Vaches laitières;s
2009;CENTRE;45;LOIRET;Brebis viande;499
2009;CENTRE;45;LOIRET;Chèvres;s
2009;CENTRE;45;LOIRET;Poules pondeuses;6020
2009;CENTRE;45;LOIRET;Poulets;s
2009;CENTRE;45;LOIRET;Ruches;980
2009;CENTRE;45;LOIRET;Truies;s
2009;CENTRE;45;LOIRET;Vaches allaitantes;s
2009;CENTRE;45;LOIRET;Vaches laitières;s
2009;CENTRE;41;LOIR-ET-CHER;Brebis viande;1082
2009;CENTRE;41;LOIR-ET-CHER;Chèvres;s
2009;CENTRE;41;LOIR-ET-CHER;Poules pondeuses;21155
2009;CENTRE;41;LOIR-ET-CHER;Poulets;71199
2009;CENTRE;41;LOIR-ET-CHER;Ruches;s
2009;CENTRE;41;LOIR-ET-CHER;Truies;s
2009;CENTRE;41;LOIR-ET-CHER;Vaches allaitantes;54
2009;CENTRE;41;LOIR-ET-CHER;Vaches laitières;223
2009;CHAMPAGNE-ARDENNE;8;ARDENNES;Brebis laitières;s
2009;CHAMPAGNE-ARDENNE;8;ARDENNES;Brebis viande;700
2009;CHAMPAGNE-ARDENNE;8;ARDENNES;Chèvres;s
2009;CHAMPAGNE-ARDENNE;8;ARDENNES;Poules pondeuses;9200
2009;CHAMPAGNE-ARDENNE;8;ARDENNES;Poulets;s
2009;CHAMPAGNE-ARDENNE;8;ARDENNES;Ruches;s
2009;CHAMPAGNE-ARDENNE;8;ARDENNES;Truies;20
2009;CHAMPAGNE-ARDENNE;8;ARDENNES;Vaches allaitantes;366
2009;CHAMPAGNE-ARDENNE;8;ARDENNES;Vaches laitières;344
2009;CHAMPAGNE-ARDENNE;10;AUBE;Brebis laitières;s
2009;CHAMPAGNE-ARDENNE;10;AUBE;Poules pondeuses;s
2009;CHAMPAGNE-ARDENNE;10;AUBE;Vaches allaitantes;s
2009;CHAMPAGNE-ARDENNE;10;AUBE;Vaches laitières;71
2009;CHAMPAGNE-ARDENNE;52;HAUTE-MARNE;Brebis viande;s
2009;CHAMPAGNE-ARDENNE;52;HAUTE-MARNE;Poules pondeuses;s
2009;CHAMPAGNE-ARDENNE;52;HAUTE-MARNE;Ruches;s
2009;CHAMPAGNE-ARDENNE;52;HAUTE-MARNE;Vaches allaitantes;393
2009;CHAMPAGNE-ARDENNE;52;HAUTE-MARNE;Vaches laitières;352
2009;CHAMPAGNE-ARDENNE;51;MARNE;Brebis viande;s
2009;CHAMPAGNE-ARDENNE;51;MARNE;Poules pondeuses;s
2009;CHAMPAGNE-ARDENNE;51;MARNE;Ruches;s
2009;CHAMPAGNE-ARDENNE;51;MARNE;Truies;s
2009;CHAMPAGNE-ARDENNE;51;MARNE;Vaches allaitantes;s
2009;CHAMPAGNE-ARDENNE;51;MARNE;Vaches laitières;s
2009;CORSE;2A;CORSE-DU-SUD;Brebis laitières;s
2009;CORSE;2A;CORSE-DU-SUD;Brebis viande;758
2009;CORSE;2A;CORSE-DU-SUD;Ruches;s
2009;CORSE;2A;CORSE-DU-SUD;Vaches allaitantes;519
2009;CORSE;2B;HAUTE-CORSE;Brebis viande;s
2009;CORSE;2B;HAUTE-CORSE;Poules pondeuses;s
2009;CORSE;2B;HAUTE-CORSE;Ruches;1210
2009;CORSE;2B;HAUTE-CORSE;Truies;s
2009;CORSE;2B;HAUTE-CORSE;Vaches allaitantes;229
2009;FRANCHE-COMTE;25;DOUBS;Brebis viande;207
2009;FRANCHE-COMTE;25;DOUBS;Chèvres;466
2009;FRANCHE-COMTE;25;DOUBS;Poules pondeuses;1772
2009;FRANCHE-COMTE;25;DOUBS;Poulets;s
2009;FRANCHE-COMTE;25;DOUBS;Ruches;s
2009;FRANCHE-COMTE;25;DOUBS;Truies;s
2009;FRANCHE-COMTE;25;DOUBS;Vaches allaitantes;101
2009;FRANCHE-COMTE;25;DOUBS;Vaches laitières;2644
2009;FRANCHE-COMTE;70;HAUTE-SAONE;Brebis viande;451
2009;FRANCHE-COMTE;70;HAUTE-SAONE;Chèvres;s
2009;FRANCHE-COMTE;70;HAUTE-SAONE;Poules pondeuses;4430
2009;FRANCHE-COMTE;70;HAUTE-SAONE;Poulets;4652
2009;FRANCHE-COMTE;70;HAUTE-SAONE;Truies;33
2009;FRANCHE-COMTE;70;HAUTE-SAONE;Vaches allaitantes;380
2009;FRANCHE-COMTE;70;HAUTE-SAONE;Vaches laitières;1559
2009;FRANCHE-COMTE;39;JURA;Brebis laitières;138
2009;FRANCHE-COMTE;39;JURA;Brebis viande;473
2009;FRANCHE-COMTE;39;JURA;Chèvres;264
2009;FRANCHE-COMTE;39;JURA;Poules pondeuses;939
2009;FRANCHE-COMTE;39;JURA;Ruches;s
2009;FRANCHE-COMTE;39;JURA;Truies;s
2009;FRANCHE-COMTE;39;JURA;Vaches allaitantes;392
2009;FRANCHE-COMTE;39;JURA;Vaches laitières;2114
2009;FRANCHE-COMTE;90;TERRITOIRE DE BELFORT;Chèvres;s
2009;FRANCHE-COMTE;90;TERRITOIRE DE BELFORT;Poules pondeuses;s
2009;FRANCHE-COMTE;90;TERRITOIRE DE BELFORT;Vaches laitières;s
2009;HAUTE-NORMANDIE;27;EURE;Brebis viande;272
2009;HAUTE-NORMANDIE;27;EURE;Chèvres;s
2009;HAUTE-NORMANDIE;27;EURE;Poules pondeuses;695
2009;HAUTE-NORMANDIE;27;EURE;Poulets;13485
2009;HAUTE-NORMANDIE;27;EURE;Truies;s
2009;HAUTE-NORMANDIE;27;EURE;Vaches allaitantes;269
2009;HAUTE-NORMANDIE;27;EURE;Vaches laitières;308
2009;HAUTE-NORMANDIE;76;SEINE-MARITIME;Brebis viande;200
2009;HAUTE-NORMANDIE;76;SEINE-MARITIME;Chèvres;s
2009;HAUTE-NORMANDIE;76;SEINE-MARITIME;Poules pondeuses;6200
2009;HAUTE-NORMANDIE;76;SEINE-MARITIME;Poulets;s
2009;HAUTE-NORMANDIE;76;SEINE-MARITIME;Ruches;s
2009;HAUTE-NORMANDIE;76;SEINE-MARITIME;Vaches allaitantes;157
2009;HAUTE-NORMANDIE;76;SEINE-MARITIME;Vaches laitières;607
2009;ILE-DE-FRANCE;91;ESSONNE;Poulets;s
2009;ILE-DE-FRANCE;77;SEINE-ET-MARNE;Brebis viande;128
2009;ILE-DE-FRANCE;77;SEINE-ET-MARNE;Poules pondeuses;s
2009;ILE-DE-FRANCE;77;SEINE-ET-MARNE;Vaches allaitantes;s
2009;ILE-DE-FRANCE;77;SEINE-ET-MARNE;Vaches laitières;s
2009;ILE-DE-FRANCE;95;VAL-D'OISE;Brebis viande;s
2009;ILE-DE-FRANCE;95;VAL-D'OISE;Chèvres;s
2009;ILE-DE-FRANCE;95;VAL-D'OISE;Vaches allaitantes;s
2009;ILE-DE-FRANCE;78;YVELINES;Poules pondeuses;s
2009;LANGUEDOC-ROUSSILLON;11;AUDE;Brebis laitières;s
2009;LANGUEDOC-ROUSSILLON;11;AUDE;Brebis viande;1863
2009;LANGUEDOC-ROUSSILLON;11;AUDE;Chèvres;270
2009;LANGUEDOC-ROUSSILLON;11;AUDE;Poules pondeuses;1400
2009;LANGUEDOC-ROUSSILLON;11;AUDE;Poulets;s
2009;LANGUEDOC-ROUSSILLON;11;AUDE;Ruches;356
2009;LANGUEDOC-ROUSSILLON;11;AUDE;Truies;s
2009;LANGUEDOC-ROUSSILLON;11;AUDE;Vaches allaitantes;950
2009;LANGUEDOC-ROUSSILLON;11;AUDE;Vaches laitières;s
2009;LANGUEDOC-ROUSSILLON;30;GARD;Brebis laitières;s
2009;LANGUEDOC-ROUSSILLON;30;GARD;Brebis viande;621
2009;LANGUEDOC-ROUSSILLON;30;GARD;Chèvres;659
2009;LANGUEDOC-ROUSSILLON;30;GARD;Poules pondeuses;14544
2009;LANGUEDOC-ROUSSILLON;30;GARD;Poulets;s
2009;LANGUEDOC-ROUSSILLON;30;GARD;Ruches;1966
2009;LANGUEDOC-ROUSSILLON;30;GARD;Vaches allaitantes;40
2009;LANGUEDOC-ROUSSILLON;30;GARD;Vaches laitières;s
2009;LANGUEDOC-ROUSSILLON;34;HERAULT;Brebis laitières;s
2009;LANGUEDOC-ROUSSILLON;34;HERAULT;Brebis viande;829
2009;LANGUEDOC-ROUSSILLON;34;HERAULT;Chèvres;509
2009;LANGUEDOC-ROUSSILLON;34;HERAULT;Poules pondeuses;1522
2009;LANGUEDOC-ROUSSILLON;34;HERAULT;Poulets;s
2009;LANGUEDOC-ROUSSILLON;34;HERAULT;Ruches;1655
2009;LANGUEDOC-ROUSSILLON;34;HERAULT;Truies;s
2009;LANGUEDOC-ROUSSILLON;34;HERAULT;Vaches allaitantes;122
2009;LANGUEDOC-ROUSSILLON;34;HERAULT;Vaches laitières;s
2009;LANGUEDOC-ROUSSILLON;48;LOZERE;Brebis laitières;4104
2009;LANGUEDOC-ROUSSILLON;48;LOZERE;Brebis viande;2982
2009;LANGUEDOC-ROUSSILLON;48;LOZERE;Chèvres;152
2009;LANGUEDOC-ROUSSILLON;48;LOZERE;Poules pondeuses;s
2009;LANGUEDOC-ROUSSILLON;48;LOZERE;Poulets;137261
2009;LANGUEDOC-ROUSSILLON;48;LOZERE;Ruches;2218
2009;LANGUEDOC-ROUSSILLON;48;LOZERE;Vaches allaitantes;475
2009;LANGUEDOC-ROUSSILLON;48;LOZERE;Vaches laitières;s
2009;LANGUEDOC-ROUSSILLON;66;PYRENEES-ORIENTALES;Brebis laitières;s
2009;LANGUEDOC-ROUSSILLON;66;PYRENEES-ORIENTALES;Brebis viande;201
2009;LANGUEDOC-ROUSSILLON;66;PYRENEES-ORIENTALES;Chèvres;412
2009;LANGUEDOC-ROUSSILLON;66;PYRENEES-ORIENTALES;Poules pondeuses;3000
2009;LANGUEDOC-ROUSSILLON;66;PYRENEES-ORIENTALES;Poulets;s
2009;LANGUEDOC-ROUSSILLON;66;PYRENEES-ORIENTALES;Ruches;1181
2009;LANGUEDOC-ROUSSILLON;66;PYRENEES-ORIENTALES;Vaches allaitantes;372
2009;LIMOUSIN;19;CORREZE;Brebis viande;867
2009;LIMOUSIN;19;CORREZE;Chèvres;s
2009;LIMOUSIN;19;CORREZE;Poules pondeuses;60
2009;LIMOUSIN;19;CORREZE;Poulets;s
2009;LIMOUSIN;19;CORREZE;Ruches;2924
2009;LIMOUSIN;19;CORREZE;Truies;s
2009;LIMOUSIN;19;CORREZE;Vaches allaitantes;1264
2009;LIMOUSIN;19;CORREZE;Vaches laitières;187
2009;LIMOUSIN;23;CREUSE;Brebis laitières;s
2009;LIMOUSIN;23;CREUSE;Brebis viande;1206
2009;LIMOUSIN;23;CREUSE;Chèvres;63
2009;LIMOUSIN;23;CREUSE;Poules pondeuses;1409
2009;LIMOUSIN;23;CREUSE;Poulets;60145
2009;LIMOUSIN;23;CREUSE;Ruches;804
2009;LIMOUSIN;23;CREUSE;Truies;141
2009;LIMOUSIN;23;CREUSE;Vaches allaitantes;1728
2009;LIMOUSIN;23;CREUSE;Vaches laitières;138
2009;LIMOUSIN;87;HAUTE-VIENNE;Brebis viande;4724
2009;LIMOUSIN;87;HAUTE-VIENNE;Chèvres;275
2009;LIMOUSIN;87;HAUTE-VIENNE;Poules pondeuses;3877
2009;LIMOUSIN;87;HAUTE-VIENNE;Poulets;3980
2009;LIMOUSIN;87;HAUTE-VIENNE;Ruches;s
2009;LIMOUSIN;87;HAUTE-VIENNE;Truies;272
2009;LIMOUSIN;87;HAUTE-VIENNE;Vaches allaitantes;1585
2009;LIMOUSIN;87;HAUTE-VIENNE;Vaches laitières;85
2009;LORRAINE;54;MEURTHE-ET-MOSELLE;Poules pondeuses;s
2009;LORRAINE;54;MEURTHE-ET-MOSELLE;Poulets;7548
2009;LORRAINE;54;MEURTHE-ET-MOSELLE;Truies;s
2009;LORRAINE;54;MEURTHE-ET-MOSELLE;Vaches allaitantes;331
2009;LORRAINE;54;MEURTHE-ET-MOSELLE;Vaches laitières;660
2009;LORRAINE;55;MEUSE;Poules pondeuses;s
2009;LORRAINE;55;MEUSE;Poulets;s
2009;LORRAINE;55;MEUSE;Truies;s
2009;LORRAINE;55;MEUSE;Vaches allaitantes;196
2009;LORRAINE;55;MEUSE;Vaches laitières;570
2009;LORRAINE;57;MOSELLE;Chèvres;s
2009;LORRAINE;57;MOSELLE;Poules pondeuses;3794
2009;LORRAINE;57;MOSELLE;Vaches allaitantes;899
2009;LORRAINE;57;MOSELLE;Vaches laitières;900
2009;LORRAINE;88;VOSGES;Brebis laitières;s
2009;LORRAINE;88;VOSGES;Brebis viande;1237
2009;LORRAINE;88;VOSGES;Chèvres;251
2009;LORRAINE;88;VOSGES;Poules pondeuses;2208
2009;LORRAINE;88;VOSGES;Poulets;s
2009;LORRAINE;88;VOSGES;Ruches;s
2009;LORRAINE;88;VOSGES;Truies;7
2009;LORRAINE;88;VOSGES;Vaches allaitantes;983
2009;LORRAINE;88;VOSGES;Vaches laitières;2064
2009;MIDI-PYRENEES;9;ARIEGE;Brebis laitières;s
2009;MIDI-PYRENEES;9;ARIEGE;Brebis viande;2498
2009;MIDI-PYRENEES;9;ARIEGE;Chèvres;306
2009;MIDI-PYRENEES;9;ARIEGE;Poules pondeuses;2676
2009;MIDI-PYRENEES;9;ARIEGE;Poulets;s
2009;MIDI-PYRENEES;9;ARIEGE;Ruches;2555
2009;MIDI-PYRENEES;9;ARIEGE;Truies;40
2009;MIDI-PYRENEES;9;ARIEGE;Vaches allaitantes;1359
2009;MIDI-PYRENEES;9;ARIEGE;Vaches laitières;197
2009;MIDI-PYRENEES;12;AVEYRON;Brebis laitières;19268
2009;MIDI-PYRENEES;12;AVEYRON;Brebis viande;6479
2009;MIDI-PYRENEES;12;AVEYRON;Chèvres;181
2009;MIDI-PYRENEES;12;AVEYRON;Poules pondeuses;1700
2009;MIDI-PYRENEES;12;AVEYRON;Poulets;40116
2009;MIDI-PYRENEES;12;AVEYRON;Ruches;2015
2009;MIDI-PYRENEES;12;AVEYRON;Truies;137
2009;MIDI-PYRENEES;12;AVEYRON;Vaches allaitantes;2206
2009;MIDI-PYRENEES;12;AVEYRON;Vaches laitières;910
2009;MIDI-PYRENEES;32;GERS;Brebis laitières;s
2009;MIDI-PYRENEES;32;GERS;Brebis viande;1480
2009;MIDI-PYRENEES;32;GERS;Chèvres;173
2009;MIDI-PYRENEES;32;GERS;Poules pondeuses;14647
2009;MIDI-PYRENEES;32;GERS;Poulets;311968
2009;MIDI-PYRENEES;32;GERS;Ruches;490
2009;MIDI-PYRENEES;32;GERS;Truies;60
2009;MIDI-PYRENEES;32;GERS;Vaches allaitantes;673
2009;MIDI-PYRENEES;32;GERS;Vaches laitières;87
2009;MIDI-PYRENEES;31;HAUTE-GARONNE;Brebis viande;1220
2009;MIDI-PYRENEES;31;HAUTE-GARONNE;Chèvres;231
2009;MIDI-PYRENEES;31;HAUTE-GARONNE;Poules pondeuses;2682
2009;MIDI-PYRENEES;31;HAUTE-GARONNE;Poulets;21706
2009;MIDI-PYRENEES;31;HAUTE-GARONNE;Ruches;s
2009;MIDI-PYRENEES;31;HAUTE-GARONNE;Truies;31
2009;MIDI-PYRENEES;31;HAUTE-GARONNE;Vaches allaitantes;429
2009;MIDI-PYRENEES;31;HAUTE-GARONNE;Vaches laitières;65
2009;MIDI-PYRENEES;65;HAUTES-PYRENEES;Brebis laitières;211
2009;MIDI-PYRENEES;65;HAUTES-PYRENEES;Brebis viande;573
2009;MIDI-PYRENEES;65;HAUTES-PYRENEES;Chèvres;196
2009;MIDI-PYRENEES;65;HAUTES-PYRENEES;Poules pondeuses;s
2009;MIDI-PYRENEES;65;HAUTES-PYRENEES;Poulets;s
2009;MIDI-PYRENEES;65;HAUTES-PYRENEES;Ruches;s
2009;MIDI-PYRENEES;65;HAUTES-PYRENEES;Truies;s
2009;MIDI-PYRENEES;65;HAUTES-PYRENEES;Vaches allaitantes;339
2009;MIDI-PYRENEES;65;HAUTES-PYRENEES;Vaches laitières;36
2009;MIDI-PYRENEES;46;LOT;Brebis laitières;s
2009;MIDI-PYRENEES;46;LOT;Brebis viande;2630
2009;MIDI-PYRENEES;46;LOT;Chèvres;262
2009;MIDI-PYRENEES;46;LOT;Poules pondeuses;535
2009;MIDI-PYRENEES;46;LOT;Poulets;38780
2009;MIDI-PYRENEES;46;LOT;Ruches;s
2009;MIDI-PYRENEES;46;LOT;Truies;20
2009;MIDI-PYRENEES;46;LOT;Vaches allaitantes;157
2009;MIDI-PYRENEES;46;LOT;Vaches laitières;s
2009;MIDI-PYRENEES;81;TARN;Brebis laitières;s
2009;MIDI-PYRENEES;81;TARN;Brebis viande;1232
2009;MIDI-PYRENEES;81;TARN;Chèvres;s
2009;MIDI-PYRENEES;81;TARN;Poules pondeuses;8673
2009;MIDI-PYRENEES;81;TARN;Poulets;114812
2009;MIDI-PYRENEES;81;TARN;Ruches;s
2009;MIDI-PYRENEES;81;TARN;Truies;35
2009;MIDI-PYRENEES;81;TARN;Vaches allaitantes;643
2009;MIDI-PYRENEES;81;TARN;Vaches laitières;244
2009;MIDI-PYRENEES;82;TARN-ET-GARONNE;Brebis laitières;s
2009;MIDI-PYRENEES;82;TARN-ET-GARONNE;Brebis viande;525
2009;MIDI-PYRENEES;82;TARN-ET-GARONNE;Chèvres;636
2009;MIDI-PYRENEES;82;TARN-ET-GARONNE;Poules pondeuses;9830
2009;MIDI-PYRENEES;82;TARN-ET-GARONNE;Poulets;56511
2009;MIDI-PYRENEES;82;TARN-ET-GARONNE;Ruches;s
2009;MIDI-PYRENEES;82;TARN-ET-GARONNE;Truies;s
2009;MIDI-PYRENEES;82;TARN-ET-GARONNE;Vaches allaitantes;398
2009;MIDI-PYRENEES;82;TARN-ET-GARONNE;Vaches laitières;130
2009;NORD-PAS-DE-CALAIS;59;NORD;Brebis viande;s
2009;NORD-PAS-DE-CALAIS;59;NORD;Chèvres;s
2009;NORD-PAS-DE-CALAIS;59;NORD;Poules pondeuses;18544
2009;NORD-PAS-DE-CALAIS;59;NORD;Poulets;7401
2009;NORD-PAS-DE-CALAIS;59;NORD;Ruches;s
2009;NORD-PAS-DE-CALAIS;59;NORD;Truies;s
2009;NORD-PAS-DE-CALAIS;59;NORD;Vaches allaitantes;102
2009;NORD-PAS-DE-CALAIS;59;NORD;Vaches laitières;925
2009;NORD-PAS-DE-CALAIS;62;PAS-DE-CALAIS;Brebis viande;s
2009;NORD-PAS-DE-CALAIS;62;PAS-DE-CALAIS;Chèvres;s
2009;NORD-PAS-DE-CALAIS;62;PAS-DE-CALAIS;Poules pondeuses;15680
2009;NORD-PAS-DE-CALAIS;62;PAS-DE-CALAIS;Poulets;3820
2009;NORD-PAS-DE-CALAIS;62;PAS-DE-CALAIS;Truies;s
2009;NORD-PAS-DE-CALAIS;62;PAS-DE-CALAIS;Vaches allaitantes;69
2009;NORD-PAS-DE-CALAIS;62;PAS-DE-CALAIS;Vaches laitières;255
2009;OUTRE-MER;973;GUYANE;Ruches;s
2009;OUTRE-MER;973;GUYANE;Vaches allaitantes;451
2009;OUTRE-MER;974;LA REUNION;Brebis viande;s
2009;OUTRE-MER;974;LA REUNION;Chèvres;s
2009;OUTRE-MER;974;LA REUNION;Poules pondeuses;239
2009;OUTRE-MER;974;LA REUNION;Poulets;s
2009;OUTRE-MER;974;LA REUNION;Ruches;s
2009;OUTRE-MER;974;LA REUNION;Truies;s
2009;OUTRE-MER;974;LA REUNION;Vaches allaitantes;s
2009;OUTRE-MER;972;MARTINIQUE;Brebis viande;s
2009;PAYS DE LA LOIRE;44;LOIRE-ATLANTIQUE;Brebis laitières;s
2009;PAYS DE LA LOIRE;44;LOIRE-ATLANTIQUE;Brebis viande;1585
2009;PAYS DE LA LOIRE;44;LOIRE-ATLANTIQUE;Chèvres;476
2009;PAYS DE LA LOIRE;44;LOIRE-ATLANTIQUE;Poules pondeuses;24805
2009;PAYS DE LA LOIRE;44;LOIRE-ATLANTIQUE;Poulets;245795
2009;PAYS DE LA LOIRE;44;LOIRE-ATLANTIQUE;Ruches;s
2009;PAYS DE LA LOIRE;44;LOIRE-ATLANTIQUE;Truies;383
2009;PAYS DE LA LOIRE;44;LOIRE-ATLANTIQUE;Vaches allaitantes;3273
2009;PAYS DE LA LOIRE;44;LOIRE-ATLANTIQUE;Vaches laitières;6460
2009;PAYS DE LA LOIRE;49;MAINE-ET-LOIRE;Brebis laitières;s
2009;PAYS DE LA LOIRE;49;MAINE-ET-LOIRE;Brebis viande;1585
2009;PAYS DE LA LOIRE;49;MAINE-ET-LOIRE;Chèvres;551
2009;PAYS DE LA LOIRE;49;MAINE-ET-LOIRE;Poules pondeuses;13296
2009;PAYS DE LA LOIRE;49;MAINE-ET-LOIRE;Poulets;78806
2009;PAYS DE LA LOIRE;49;MAINE-ET-LOIRE;Ruches;s
2009;PAYS DE LA LOIRE;49;MAINE-ET-LOIRE;Truies;107
2009;PAYS DE LA LOIRE;49;MAINE-ET-LOIRE;Vaches allaitantes;3224
2009;PAYS DE LA LOIRE;49;MAINE-ET-LOIRE;Vaches laitières;2594
2009;PAYS DE LA LOIRE;53;MAYENNE;Brebis laitières;s
2009;PAYS DE LA LOIRE;53;MAYENNE;Brebis viande;739
2009;PAYS DE LA LOIRE;53;MAYENNE;Chèvres;s
2009;PAYS DE LA LOIRE;53;MAYENNE;Poules pondeuses;60334
2009;PAYS DE LA LOIRE;53;MAYENNE;Poulets;160971
2009;PAYS DE LA LOIRE;53;MAYENNE;Ruches;s
2009;PAYS DE LA LOIRE;53;MAYENNE;Truies;305
2009;PAYS DE LA LOIRE;53;MAYENNE;Vaches allaitantes;1333
2009;PAYS DE LA LOIRE;53;MAYENNE;Vaches laitières;2320
2009;PAYS DE LA LOIRE;72;SARTHE;Brebis laitières;s
2009;PAYS DE LA LOIRE;72;SARTHE;Brebis viande;483
2009;PAYS DE LA LOIRE;72;SARTHE;Chèvres;s
2009;PAYS DE LA LOIRE;72;SARTHE;Poules pondeuses;139465
2009;PAYS DE LA LOIRE;72;SARTHE;Poulets;579884
2009;PAYS DE LA LOIRE;72;SARTHE;Truies;113
2009;PAYS DE LA LOIRE;72;SARTHE;Vaches allaitantes;1354
2009;PAYS DE LA LOIRE;72;SARTHE;Vaches laitières;1019
2009;PAYS DE LA LOIRE;85;VENDEE;Brebis viande;1249
2009;PAYS DE LA LOIRE;85;VENDEE;Chèvres;430
2009;PAYS DE LA LOIRE;85;VENDEE;Poules pondeuses;126865
2009;PAYS DE LA LOIRE;85;VENDEE;Poulets;1106376
2009;PAYS DE LA LOIRE;85;VENDEE;Ruches;s
